transaction_id,user_id,date,amount,category,description,payment_method
3d9454ae-ca2f-4f5b-ae5e-b88631191711,195,2025-03-07,1073.39,Bills,WiFi payment,Credit Card
d3b96238-a9af-4842-9891-bd7035324735,188,2025-03-02,1062.24,Bills,Phone recharge,UPI
9990a10a-28ec-4767-82b1-a849cc4ab428,184,2025-01-24,2668.68,Shopping,Flipkart,Netbanking
d4520dce-551c-4db6-ba5a-d012a5ee7190,120,2025-04-29,552.4,Travel,Uber ride,Netbanking
eea6339b-17b4-493f-b48f-e28fa48dcc93,162,2025-01-22,836.89,Shopping,Flipkart,Debit Card
91839e99-4ebe-4401-99a3-a56284f2305a,106,2025-05-17,4865.65,Travel,Indigo flight,Credit Card
1c0b2c63-13d4-4efe-addc-73de98372728,130,2025-04-07,836.39,Entertainment,Gaming top-up,UPI
afaab858-e39e-46bd-858e-dc615a05c0ec,157,2025-01-27,4105.68,Shopping,DMart purchase,UPI
415f2433-6ca6-40e2-8d4a-15c2086bf776,163,2025-05-02,1922.28,Shopping,DMart purchase,UPI
f92411a2-a9a0-4d0c-8d96-928a11d477b4,171,2025-05-05,854.06,Food,Restaurant charge,UPI
7ec66d78-fd69-4c01-92e8-605cd385971c,171,2025-03-16,1785.72,Food,Dominos,Credit Card
52e11c61-d78c-425a-a8d0-d05fb340c46c,143,2025-03-09,939.61,Bills,WiFi payment,Debit Card
4b673b8e-9b6a-43d8-8725-861aaab612a1,142,2025-04-05,1696.42,Food,Zomato bill,Netbanking
b3520a81-26ad-48a9-a94f-9f2825af63de,157,2025-01-20,758.42,Bills,WiFi payment,UPI
25ba5b78-d07a-4300-a1f3-7b9652811ef8,145,2025-01-27,54.28,Food,Zomato bill,Debit Card
b1ac389b-7a5b-42d8-b234-d354e62bdd6e,105,2025-02-28,1419.09,Entertainment,BookMyShow,Credit Card
94b62482-6ee0-4e72-bd54-a30d4c53c338,195,2024-12-20,4198.27,Shopping,Flipkart,Netbanking
9d5146d1-b63a-4ef9-87a9-e8a3afb8c474,124,2025-04-22,1241.16,Food,Dominos,UPI
f2e900a5-6889-4226-bfae-c79df0e49e1e,200,2025-01-29,2556.71,Shopping,Flipkart,Credit Card
5212f2a9-89f9-41f1-813c-948aaacd0af2,153,2025-01-19,260.14,Bills,Phone recharge,UPI
1d13d272-fdd1-43cd-b245-407af665274a,198,2025-01-26,1198.18,Bills,WiFi payment,Netbanking
34dd9268-edb7-44c2-a3fc-5b35375e11a4,100,2025-02-08,4837.35,Shopping,Flipkart,UPI
072b3ce0-bbfd-46c2-9931-4a6bd023e76e,161,2025-02-05,1685.69,Entertainment,Gaming top-up,Credit Card
80cd7a71-130e-401d-942a-aee86636d334,116,2025-05-27,388.62,Bills,WiFi payment,UPI
e0cf1411-25a5-4e4f-aeb1-cadd98b86ee5,149,2025-03-19,2768.5,Shopping,Zudio,Netbanking
a98cdde2-9b17-4b4b-bfc6-ba8ab4ceff4e,143,2024-12-20,583.51,Entertainment,Spotify,Debit Card
ba23f435-b775-4c3e-9df8-d33e9a146cc0,177,2024-12-31,1121.81,Shopping,Flipkart,Debit Card
f5e8352f-360e-4363-8b40-9c4af5e824ef,191,2025-01-03,1728.38,Bills,WiFi payment,Credit Card
dcbfee7f-e601-4d74-b053-1ab8685471e3,137,2025-01-18,3308.75,Travel,Ola trip,Debit Card
b860dc5f-682a-4134-ae47-16a83bfb31a2,183,2025-02-17,1963.6,Bills,Electricity bill,Credit Card
d429b363-76fa-4ba9-aa4e-54e81a5505fc,197,2025-04-18,1435.19,Entertainment,BookMyShow,Debit Card
24efffd1-4b00-43da-a5ec-6e6073945f70,185,2025-01-03,1186.47,Entertainment,Gaming top-up,Netbanking
0ca33983-ebe5-464e-9fb0-93d0bff77cee,168,2025-04-21,1793.04,Bills,WiFi payment,Debit Card
a6c5284d-d239-49fd-92f1-d75660ba529d,103,2025-01-15,2852.28,Shopping,Amazon,Netbanking
8e23a3b4-d238-4083-a831-5b3f5fc415a8,125,2024-12-17,3516.14,Travel,Uber ride,Debit Card
b0b01d29-ad42-4bfb-a8b0-369b9204fedb,118,2025-02-23,3575.26,Travel,Indigo flight,UPI
cdad3b13-46b9-491a-884c-e73efae96e06,169,2025-02-22,447.8,Bills,Phone recharge,UPI
7d373614-212d-4d2e-abd7-eb4846c79e1b,186,2025-02-07,6024.8,Rent,PG fees,Credit Card
1adcd726-3bdd-424a-81b9-00d58477edd2,130,2025-03-20,1144.48,Bills,WiFi payment,Debit Card
29d3ebfc-e6d5-4baf-998a-354241573b2f,148,2025-03-05,141.61,Bills,WiFi payment,Netbanking
6dcda810-2c51-4efd-b70c-18a8cf83505e,106,2025-02-23,4846.25,Shopping,Zudio,UPI
d26f2743-15cd-4886-ace1-723e12ff5057,199,2024-12-17,446.02,Bills,Phone recharge,Netbanking
2be7ab9a-e0cd-4508-ab56-61c817b00731,169,2025-01-14,3897.98,Travel,Indigo flight,Credit Card
675b5750-6cac-4a49-a4e2-22600bfb72ba,122,2025-05-15,623.65,Bills,Electricity bill,UPI
9580d0f9-c3e7-4420-ac2b-a3a3d7ccb2af,115,2025-02-24,3807.86,Travel,Ola trip,Netbanking
ca121f11-01aa-46b0-a579-aeb6084ac4eb,133,2025-02-18,594.27,Food,Restaurant charge,Credit Card
f7249737-3ae8-4045-959c-5882fcc520ab,159,2025-05-29,525.4,Travel,Indigo flight,Credit Card
afea8d35-30d5-487c-87ec-37d315ac52d4,176,2025-05-03,1860.83,Food,Zomato bill,UPI
814c600c-7950-4775-8520-f90c0200ecee,138,2025-03-28,1694.12,Bills,WiFi payment,Netbanking
4c4a09dd-3f5e-465d-b51b-cebf90e45c65,190,2025-04-19,192.12,Entertainment,BookMyShow,Debit Card
c79a006a-e3a3-4a11-a679-52c246c902a1,166,2024-12-08,1916.13,Entertainment,Spotify,UPI
6fd160bf-b6db-48c5-953a-a7439450920e,168,2025-05-20,861.07,Entertainment,Spotify,Netbanking
00565ec4-ceef-47cd-a1d9-8eceb5bf5665,127,2025-05-25,481.34,Food,Dominos,Debit Card
fe2513a2-9bb3-4855-8fd2-2b68a479f5eb,196,2025-05-02,7935.74,Rent,PG fees,Netbanking
0471810f-703a-4864-9397-250723d73fc5,144,2025-03-26,273.71,Entertainment,Netflix,Netbanking
80612071-5e7a-4dde-a35c-06f1e3b08fa8,187,2025-02-16,4815.04,Travel,Ola trip,Debit Card
9266dc59-9be3-427d-9c49-24ffb2a5e1b7,169,2025-03-07,2236.44,Shopping,Amazon,Debit Card
19727d00-2eb1-4154-9389-65e450e13418,165,2024-12-06,1052.9,Food,Dominos,Netbanking
e42aec98-76be-44c3-a5a1-7cc01f1b1bc9,183,2025-02-11,1833.95,Shopping,Amazon,Credit Card
bf01f179-597c-4a79-8dc5-302b5fad9d73,112,2025-01-31,5823.45,Rent,Hostel rent,Credit Card
4210db2d-04af-4d19-8bdb-60be67e4536d,126,2025-04-30,1272.52,Entertainment,Netflix,Credit Card
1079d4bd-5793-4d99-b204-fbbdd827a5f0,126,2025-02-18,1679.55,Bills,Phone recharge,Netbanking
ce50dc6b-fc5b-4e4b-ac43-c9873221dca9,119,2025-05-19,1506.44,Bills,Electricity bill,UPI
20f9f3c3-abdc-49b8-a6b3-ccc7ae013a7a,109,2025-05-27,670.49,Shopping,Zudio,UPI
4d5edf6d-1515-47d3-a71f-62882988e0a5,173,2025-05-16,3011.38,Travel,Indigo flight,Credit Card
929ef428-4d3a-4bf5-ae69-676070d2c7e6,180,2025-02-24,8880.33,Rent,PG fees,Netbanking
6a0f2f36-6f7a-4e41-9295-489a8014286a,186,2025-03-19,576.01,Shopping,Zudio,UPI
26587579-cc0f-41c6-932c-0a24a3977270,179,2025-04-29,1300.77,Entertainment,Netflix,UPI
c4da02a4-74ba-496d-ac42-53f40bd32618,109,2025-04-26,138.76,Bills,WiFi payment,Debit Card
9066790d-2f16-4606-bb79-31524ccacdaf,187,2025-03-21,615.18,Entertainment,Netflix,Debit Card
999ea34f-ab02-462e-8f1d-7ba8fabb7fca,156,2025-05-09,598.96,Entertainment,Netflix,Netbanking
21b409b4-afba-43a4-aca8-333bc08a6a13,168,2025-04-01,2632.94,Shopping,Amazon,Credit Card
a5208b90-6f6e-4b6e-b430-7658f1622e5f,169,2025-05-28,4085.47,Travel,Train ticket,Debit Card
59d4973f-5502-4620-94a3-20fa972c6662,193,2025-01-16,631.21,Bills,Electricity bill,Debit Card
54c395b8-a920-4b97-835e-2bd5bff9c426,100,2025-03-09,290.31,Food,Zomato bill,Netbanking
5c4bc587-02d1-4651-a8e7-4b6facb6f954,195,2025-01-16,644.15,Entertainment,Netflix,Debit Card
74d87ddb-9b4c-4217-80dd-5362f2f100c3,165,2025-01-26,4575.33,Travel,Train ticket,Credit Card
302bc690-edbb-4144-8c31-af58e6c4925d,132,2025-02-27,1493.55,Travel,Ola trip,Credit Card
616d196e-b0c2-4c3f-a93e-60e3bc46c745,172,2025-03-09,1358.41,Food,Zomato bill,UPI
2c4eac41-1dc5-445d-a0ec-c0c80a437c08,109,2024-12-10,1307.12,Entertainment,Gaming top-up,Debit Card
93cdc702-d1fb-4fc8-88d1-5e995ee11000,125,2025-02-18,538.84,Bills,Electricity bill,Netbanking
b8d90068-4e45-415e-9ae7-c020fe776d57,183,2025-02-08,6282.15,Rent,PG fees,Credit Card
e13abfd5-e0e4-4f18-b813-27f83942dcde,124,2025-04-13,1258.06,Food,Dominos,Debit Card
e3d132ab-c6be-4ed3-9394-ea547ac5461e,184,2025-04-15,1977.56,Shopping,DMart purchase,Debit Card
e3499188-3d8e-4b84-83cc-f747b92dd985,172,2025-05-08,347.17,Bills,WiFi payment,Debit Card
0bd8852c-37af-4c80-9aa1-3cf3450e970b,140,2025-02-21,6686.4,Rent,PG fees,Credit Card
83ccb4b7-2153-48b2-9f9c-17f4b1b5f6fa,146,2025-04-24,1745.06,Travel,Train ticket,Credit Card
8b3ae189-8c1a-4ce9-a8a3-bee1d258d76d,161,2025-01-06,696.55,Bills,WiFi payment,Netbanking
0b5d7103-ca87-448b-a6dd-6cd6b2efebfc,162,2025-05-17,3986.45,Shopping,Zudio,UPI
f73f6046-54a3-4c53-9d81-fc2987890fbf,117,2025-03-05,4288.07,Travel,Uber ride,Credit Card
4cf2e6ac-23b8-4107-b428-b1ca23083814,109,2025-06-01,13863.36,Rent,Hostel rent,UPI
76eef548-5748-4f7a-8a81-dc08729f0652,174,2024-12-29,1634.65,Food,Swiggy order,Netbanking
1c206039-55d8-4d2c-9e78-535b59cb2144,170,2025-04-04,1817.29,Entertainment,Spotify,Debit Card
b08aef63-90d7-4251-a3f4-6df03de5c05d,119,2025-03-18,1325.12,Entertainment,Gaming top-up,Debit Card
8097ba7f-1f85-482f-9c13-faa0b083e570,175,2024-12-10,4511.47,Shopping,Flipkart,Debit Card
89d38dee-8631-42cc-9fad-a2bf940b5a2d,111,2025-05-30,2755.05,Travel,Train ticket,Netbanking
dbac8e52-fa9f-4fc1-89aa-b2f51cdf8b02,130,2025-02-19,5105.92,Rent,Hostel rent,Credit Card
e8705bc5-140c-4bf9-a754-99e1fdf6f10f,122,2025-03-29,920.13,Entertainment,Spotify,Credit Card
25b44ed0-9149-44f8-9140-228cd77e7361,145,2025-03-24,992.83,Bills,WiFi payment,UPI
a3276cc6-5dd7-4278-a3c0-b2355319d2c8,133,2025-04-12,1542.87,Travel,Train ticket,Debit Card
d0e59e26-89f5-4fdb-b90d-6e486794a02d,166,2024-12-10,3508.64,Travel,Uber ride,Debit Card
d732e1d2-7dca-4820-938d-20889eb5bdbe,105,2024-12-21,4630.56,Shopping,DMart purchase,UPI
102ce2a1-03b2-4390-a451-5e95c9b1a490,166,2025-04-08,251.29,Bills,Phone recharge,Debit Card
776f45b8-d9fd-433f-8315-cfb65983f5d1,172,2025-02-26,1178.33,Bills,Phone recharge,Credit Card
86bbdf4c-36fb-440e-a407-c27572ca371d,183,2024-12-31,2143.84,Shopping,DMart purchase,UPI
6406fc66-857d-489f-aa86-7dbb68b20a36,128,2025-05-22,783.84,Entertainment,BookMyShow,Netbanking
673bae95-c764-4ef9-8aa8-3e19d2c3293e,161,2025-03-04,9868.62,Rent,PG fees,UPI
22eb9d92-7afd-4db9-a805-1f685ee4c8a7,129,2025-01-09,907.8,Entertainment,Spotify,UPI
3e2e9391-5a55-4f7d-acf9-d6e7ff38c719,123,2024-12-14,462.46,Entertainment,BookMyShow,Credit Card
034ed4e3-1d28-4e83-859c-df47f0aa60ac,115,2025-01-24,12173.03,Rent,Hostel rent,Credit Card
f4611363-4020-4462-80c9-a47bdda15362,161,2025-02-16,3741.15,Shopping,Zudio,Netbanking
a4f557ad-163b-4197-b6be-946b807b8526,182,2025-02-06,3158.56,Shopping,Flipkart,Netbanking
2f8945d0-4966-45cb-a7c2-30ba1c47a837,173,2025-01-15,134.13,Food,Zomato bill,Credit Card
6d1eb0e2-0b1d-4d49-961e-72e7aea33f5f,118,2025-03-03,4508.59,Travel,Uber ride,UPI
78add5c1-5c12-443c-95b8-803ace172943,166,2025-02-06,4651.01,Travel,Indigo flight,Netbanking
e159d570-0729-4d1d-858f-50030fc021e4,193,2025-02-08,1763.09,Entertainment,Netflix,Debit Card
78bc79e5-89cb-4304-bd36-d46bf14ef721,160,2025-05-01,925.95,Food,Zomato bill,Netbanking
11c867f8-fc0c-4387-83bf-8389c2b5e9b3,176,2025-05-24,4236.64,Travel,Ola trip,Credit Card
47912571-2c8c-4c9c-af9a-d465da4669c5,165,2025-02-16,1265.26,Entertainment,Spotify,Debit Card
38429214-84ed-4adb-b03e-73de65859144,176,2025-01-28,4650.58,Travel,Indigo flight,UPI
0a630d7e-643c-4bf6-9817-326b873e17fb,113,2025-04-30,2234.58,Travel,Train ticket,UPI
ad6f8b43-579d-40e0-8341-9ecf03f3402e,177,2025-05-15,4219.31,Travel,Train ticket,UPI
b4d8663e-f5ca-439b-b7c5-e67c24ca09b5,176,2025-02-24,4557.24,Travel,Train ticket,UPI
c8f8181d-102d-48f3-824e-90a35c87d367,184,2025-01-22,231.72,Entertainment,Netflix,Credit Card
2660f89f-883f-412a-9604-25b19c4bd29e,199,2025-05-16,1799.09,Entertainment,Netflix,Netbanking
55eec903-033e-48e6-bfe3-919d44fddd05,105,2024-12-20,772.24,Entertainment,Gaming top-up,Netbanking
823c93c1-10e6-43fb-9e39-2235219a0717,148,2025-03-06,4053.0,Travel,Train ticket,Debit Card
bae85100-974f-4eac-ab15-35e0a942840a,132,2024-12-08,879.7,Entertainment,Netflix,Netbanking
e74ff6b3-fe3c-4a43-afce-29063eac7128,169,2025-04-29,1774.7,Travel,Uber ride,Netbanking
5faff802-e5f2-4c16-a937-a60edc1b8342,195,2025-03-19,5054.69,Rent,Monthly rent,UPI
e4c55813-fb19-49b1-869e-0dbcb07220ad,148,2024-12-15,1063.54,Entertainment,Netflix,Credit Card
d3015a27-7da8-40e5-afe9-c2f994fe2e97,113,2025-02-10,847.25,Bills,Phone recharge,Credit Card
94f193e1-eed1-4e40-8a98-e75b05772402,168,2025-01-17,1675.86,Shopping,Zudio,Netbanking
c49dfaab-d88b-42e5-8d93-7c4e1f4d6f8c,187,2025-04-10,1243.17,Entertainment,BookMyShow,Netbanking
d26d690d-04cd-4e7b-868f-33e400a4e5b3,171,2024-12-18,2984.47,Travel,Train ticket,Netbanking
9ecd1bc5-adc7-435e-9f34-9d0088b476d7,161,2025-05-05,3015.92,Travel,Indigo flight,Debit Card
c0c7296d-7309-4d64-bed1-38d09e79baee,190,2025-04-10,8443.56,Rent,Hostel rent,Netbanking
11399d8a-ffad-4b11-aec6-e703e939fd7b,184,2024-12-12,1717.25,Bills,Electricity bill,UPI
2dabf414-3645-47ae-9d5f-88536080d34c,189,2025-04-30,920.86,Bills,Electricity bill,Credit Card
781ab5f3-4417-4d59-a12a-94eb0e69e4cf,200,2024-12-11,1041.27,Food,Zomato bill,Debit Card
f7130aed-b46b-4f60-ae9e-2ab9c4a66dfb,181,2025-01-22,363.44,Entertainment,Netflix,UPI
e9cf61e1-9332-4380-b3d3-ac8a526b2d14,176,2025-01-12,969.75,Food,Zomato bill,Netbanking
d4079298-5bab-42f5-b3a1-3e23bf89bc40,147,2025-05-16,563.03,Food,Swiggy order,UPI
dd15c673-7698-4cbf-9771-335f1e3bc84b,151,2024-12-08,1462.76,Entertainment,Netflix,Debit Card
1bf9ef06-5fd8-48d1-9cb4-a2df1a395564,199,2025-04-04,162.05,Bills,WiFi payment,Credit Card
280e88e0-f64f-45ca-b6fc-41a7bdd2d573,125,2025-01-03,906.0,Bills,Phone recharge,Debit Card
8f085988-77f5-4f7f-9ef4-82feb1088dbf,165,2025-01-20,4027.82,Travel,Uber ride,Credit Card
a9926bca-07fe-4ff0-9667-01c28117d43c,146,2024-12-29,1364.35,Entertainment,Spotify,Credit Card
43097eba-d930-498e-a488-69a270d1be75,111,2025-03-06,1952.51,Bills,Electricity bill,Debit Card
5d2f64b8-3736-4b53-ba61-b44d58e83253,151,2025-04-13,3513.48,Shopping,Zudio,Credit Card
8b081c6e-5a8d-45d7-89ca-6e6558d22cd0,108,2024-12-27,1487.0,Entertainment,Netflix,UPI
5286c3b3-155c-4e29-b160-4c93d38fe361,171,2025-03-24,1465.97,Entertainment,BookMyShow,Debit Card
6c81bc80-bdc8-48cd-97e8-c4613ce3cd25,124,2025-01-16,7262.96,Rent,PG fees,Netbanking
dc4563f3-d52e-4693-ba17-590cd8ba4161,152,2025-03-05,1674.98,Shopping,Amazon,UPI
b20fad98-aea4-4f6f-aca0-d23ad6a20df2,143,2025-04-19,1031.18,Entertainment,Netflix,UPI
5fc0e3eb-6d4b-4759-8c64-d28f90c58822,173,2025-01-23,1758.42,Entertainment,BookMyShow,Debit Card
89dfdeb0-700e-4eb1-9657-b530aeed3840,172,2025-05-02,1933.81,Bills,Phone recharge,Netbanking
04b6f4f0-47b0-44cb-947c-30f0c9ff73d5,158,2025-02-14,4825.57,Travel,Indigo flight,Netbanking
e0196a3e-b1f5-486b-95e4-f65fea75a5c4,133,2025-01-06,989.84,Entertainment,Netflix,UPI
ea340fbb-1273-4baf-a110-1643bee71d7c,129,2025-04-01,3546.11,Shopping,Flipkart,Debit Card
1f8d2e0f-e96c-4310-9be2-3c5a6f0435b6,101,2025-04-01,2824.27,Shopping,Zudio,Debit Card
b2bb2105-8f18-4585-98de-84fbfbfb9f7b,186,2025-04-29,918.54,Travel,Indigo flight,Debit Card
b705e70c-ddd9-49eb-ab02-7504aacd8c3e,145,2025-04-23,979.28,Food,Zomato bill,Credit Card
a6d35427-604b-4929-a8cb-619e948ba1b9,195,2024-12-27,406.43,Entertainment,BookMyShow,Credit Card
dbcc5eeb-8cfc-4e95-8cd6-93501de77192,130,2025-05-05,1556.88,Shopping,Flipkart,Debit Card
786f8fc6-4ff4-420c-b4a2-fdfae8f0f89f,131,2025-05-13,1412.45,Travel,Ola trip,Debit Card
5bc4dd2a-8204-416f-8581-65970a538bac,110,2025-01-05,1039.45,Travel,Uber ride,Netbanking
64dcf09e-3342-4dc1-8ed4-18d0bf17a7f1,169,2025-02-03,1540.28,Entertainment,Netflix,UPI
eb0d2235-cd7d-4982-b2cf-afdce5ee11a5,163,2024-12-25,3293.0,Shopping,Zudio,Debit Card
26b65af7-7afd-4f4b-8fa2-d52a999d19bb,165,2025-03-27,4929.78,Shopping,Flipkart,Debit Card
0322f228-4409-4daa-8828-ffc3073d7085,116,2024-12-09,3875.76,Shopping,Flipkart,UPI
4c4ed32d-4082-4b8b-850d-9735de568684,169,2025-02-03,982.72,Entertainment,Gaming top-up,UPI
bd993bcb-b689-4263-9af7-baafa11b6aff,187,2025-03-26,817.75,Entertainment,BookMyShow,Credit Card
67b24915-c698-43ad-8132-f3d9be0a00be,158,2025-04-15,3642.1,Shopping,Amazon,Debit Card
4e3e1ae0-4671-4be1-8fec-0854fb9e24ce,126,2025-05-30,73.05,Bills,Electricity bill,Netbanking
9e16de6f-dfba-43d9-bcf8-94e5d9ce1358,178,2025-02-15,684.6,Entertainment,Netflix,Debit Card
bfb7fe30-4bd1-4c31-b2f8-83d3824f7cfe,160,2025-02-20,1567.13,Travel,Indigo flight,Debit Card
b71c1071-0dd0-4a58-8a07-bfbd939446db,126,2025-04-22,9987.7,Rent,Monthly rent,Netbanking
09d1c91d-20af-411c-97eb-0c6b037bccbf,151,2025-01-12,761.9,Bills,Phone recharge,Debit Card
4fee78ab-1bdd-4d8a-8440-0c5473f4cb71,173,2024-12-19,3071.34,Shopping,Flipkart,Credit Card
31290c80-0abd-42dc-a8a1-afb24255a13c,171,2025-03-29,1617.97,Food,Dominos,Netbanking
cec0d41a-01a1-4a2e-86dc-83c22322f0ef,194,2025-04-18,1156.3,Shopping,Flipkart,Credit Card
edd91fd7-25d8-42d0-8d44-281e103a71e9,163,2025-05-15,1294.73,Shopping,Amazon,Credit Card
9a6c55c2-77e5-4387-9e63-df5c5bc53ff6,140,2025-04-05,1091.27,Bills,WiFi payment,Netbanking
3734390a-edb5-47de-b52d-bbae3b8152f3,172,2025-01-21,10621.38,Rent,PG fees,UPI
19813a35-4a73-4708-90c0-4be516efacfa,107,2024-12-24,3607.44,Shopping,Amazon,Credit Card
bc6de47f-d5b4-4468-b6f6-25fe8cff957f,112,2025-04-19,13389.72,Rent,PG fees,Netbanking
89f4d74e-a628-4572-8d11-4be435f75663,146,2025-05-04,556.55,Bills,Phone recharge,Debit Card
bb63ebd3-5b6a-4db2-ba94-9ecccd543649,144,2025-02-01,9117.61,Rent,Monthly rent,Credit Card
d201f3c9-c10b-4556-80dc-5fe5e369eef8,136,2025-05-19,1959.78,Entertainment,Spotify,Debit Card
a09024c8-35b3-476c-a3db-e124db441016,199,2025-04-16,10104.45,Rent,Hostel rent,Netbanking
17098514-f092-495a-8be9-fc65effcec8c,159,2025-03-31,1246.64,Food,Restaurant charge,Credit Card
1e64bb74-64ec-424e-8ad2-8cb1e4be4384,178,2025-05-10,2398.17,Travel,Indigo flight,Netbanking
1994e9a5-d692-4d68-916d-1726dc4b7424,129,2024-12-28,365.9,Food,Swiggy order,Debit Card
b47d00f7-f953-4f97-b49c-26e39a86319c,134,2025-05-08,7913.56,Rent,Hostel rent,Netbanking
e3cf3fb8-231e-4b40-81d9-ba1f7185db57,146,2025-03-24,12809.74,Rent,PG fees,Netbanking
fc7dd3a2-2a55-4c96-9552-277bddac8b6b,102,2025-05-05,1327.49,Shopping,Flipkart,Credit Card
9968d207-06b5-4db3-b723-43868733f15a,195,2024-12-12,1340.94,Bills,Electricity bill,UPI
86517cb3-9864-4476-9dd2-f72669c7725b,112,2025-02-10,2286.71,Travel,Ola trip,UPI
9a4f11f2-2ed2-441a-a2b0-6b980d8184ae,150,2025-03-18,618.64,Shopping,Amazon,UPI
4da87f8d-02c2-4d72-b3fd-3e674d0cd698,110,2025-02-26,1255.3,Food,Dominos,Netbanking
9a38f59b-e7ec-451f-b64e-77b7042ae546,136,2025-04-12,7473.97,Rent,Monthly rent,Netbanking
6dc02520-e2f4-4ee1-8ff1-a941afafb6d3,121,2025-02-14,305.99,Bills,Electricity bill,UPI
05be5b66-3e71-4a35-8cf8-f0540812fe06,141,2024-12-18,1727.72,Food,Dominos,Netbanking
fb2cc2dc-d9c7-4704-a853-1fe9536f65b6,117,2025-03-13,2968.45,Shopping,Zudio,Credit Card
29378420-e96c-4d38-a565-45a83f6ef920,181,2025-04-09,1280.54,Entertainment,Gaming top-up,Netbanking
618bc22e-baa5-42e9-b7fa-f07e29e25370,161,2025-02-09,1822.4,Entertainment,BookMyShow,Credit Card
f7acfc66-2001-45bc-93ad-4c08d1305f1b,152,2024-12-07,650.34,Food,Restaurant charge,Debit Card
ddb580b1-9a19-4a69-ab03-466ebcc45544,166,2025-05-18,547.5,Travel,Indigo flight,Credit Card
5f6e8af1-7374-48d7-821f-ee0a870316da,101,2025-02-24,9691.98,Rent,PG fees,Netbanking
e40c9dcf-0740-4ba7-80df-1a004a2e5881,155,2025-05-13,541.1,Shopping,Zudio,Debit Card
98c53866-9e01-41d0-925d-7bfd527a58fd,170,2025-03-10,1603.7,Entertainment,Spotify,Debit Card
53aaf13c-e160-4eb5-bbf4-e6d8600d2674,155,2024-12-25,4469.73,Travel,Train ticket,Netbanking
abcdeced-e4a1-423a-93d7-e1a6e43fd6a9,182,2025-02-27,3717.22,Travel,Ola trip,Netbanking
a5e23bd0-ef49-4c8a-a202-233002bee71f,154,2025-02-13,1683.41,Shopping,Flipkart,Credit Card
18349c53-0a08-4f85-b41a-a9c1ce81499b,195,2025-04-07,605.12,Entertainment,BookMyShow,Debit Card
86a0a734-884c-4ba2-864f-fa70fd69b3e2,123,2025-05-27,4340.67,Shopping,Flipkart,Credit Card
814a2feb-34cf-4580-bcf2-5bba075e4746,179,2025-05-14,11368.93,Rent,Monthly rent,Netbanking
6c6a5a15-632d-4087-aa4f-a1dd79d241c9,124,2025-03-04,11227.54,Rent,Hostel rent,Debit Card
295101ba-c3c1-430f-8191-d4158b8a9d80,168,2025-04-21,146.78,Food,Zomato bill,UPI
61835eac-9b74-4fec-ba52-11b9bdeb34fe,116,2025-01-03,1769.52,Travel,Uber ride,Netbanking
3a2a29f0-98fa-4979-858c-a9f4209c8405,119,2025-02-27,503.98,Bills,Electricity bill,UPI
599f214a-91db-4247-858e-2240de1bf2fe,139,2025-01-08,2038.61,Shopping,Flipkart,Netbanking
67fefc34-70f8-4345-9d15-aadf876b78b2,104,2025-04-26,11969.35,Rent,PG fees,Debit Card
ae8e22d9-83aa-4d5f-9ad4-752414046757,199,2025-03-16,159.27,Food,Zomato bill,Netbanking
71e1ba5a-518e-44d5-8771-9780d847abb5,132,2025-04-10,404.13,Food,Restaurant charge,Netbanking
7c9adc9a-2a4c-4e34-924f-7faf6003e225,191,2025-01-26,1950.47,Food,Swiggy order,Credit Card
ca206323-8321-4563-9d8f-34bf468bf977,104,2025-04-03,1612.23,Shopping,DMart purchase,Credit Card
f75927a8-4d7a-427c-854a-9c08517ee6b4,126,2025-05-10,2845.13,Shopping,Amazon,Netbanking
225f2687-af7a-4159-8aa7-42627c219680,120,2025-06-01,4712.97,Shopping,Zudio,UPI
e43c503a-36f5-4c65-8826-b4e7ac78e36f,132,2025-03-19,1065.81,Bills,WiFi payment,Netbanking
25a894f5-f0b7-40c0-bd3c-9f4204d883f4,106,2025-05-04,437.51,Bills,Phone recharge,Credit Card
c3b072cd-f34c-447e-97b4-401eb3a42ba9,141,2025-03-08,1284.17,Food,Zomato bill,UPI
1dbb74bd-5e46-44de-ac55-1f05dcd8eb66,150,2025-03-05,3131.14,Travel,Indigo flight,Credit Card
0b9f0635-515b-4277-a4c2-1f548674925e,188,2025-02-27,1183.1,Food,Swiggy order,Netbanking
ad7e79a6-c116-4fe5-8015-4850970cea01,198,2025-05-14,352.23,Bills,WiFi payment,UPI
249f47b7-1f69-4e6f-b89c-fc633d115ffa,187,2025-04-25,2749.64,Travel,Ola trip,Debit Card
5f7e502e-684d-46cd-923a-fb9655c1f611,182,2025-03-30,166.56,Bills,Electricity bill,Credit Card
51ffc93e-c134-4083-996e-edb662a68fdb,116,2025-01-26,1593.36,Bills,WiFi payment,Netbanking
f748bddb-4d80-4f90-9799-297686f6cebd,200,2025-02-05,4917.54,Travel,Indigo flight,Debit Card
c427ba56-8a00-4546-845f-5784f89fe52e,148,2025-05-19,596.09,Shopping,Flipkart,Debit Card
85c5eeac-9bc9-4dca-8513-9fcece1e7ed7,105,2025-01-21,538.86,Bills,Electricity bill,Netbanking
74773a97-6b82-4d9e-8bd2-ce2e36588423,169,2025-05-15,1140.1,Bills,Phone recharge,Netbanking
ac170753-c07e-44bf-8d7e-84e08135fb4c,141,2024-12-21,2946.29,Travel,Ola trip,Netbanking
